Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Isaac Wright Jr.,Maya D. Wiley,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Isaac Wright Jr.,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Isaac Wright Jr.,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Isaac Wright Jr.,skipped,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Aaron S. Foldenauer,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Andrew Yang,8
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Art Chang,4
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Dianne Morales,5
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Maya D. Wiley,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Raymond J. McGuire,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,Scott M. Stringer,5
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,overvote,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,skipped,4
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,writein,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Kathryn A. Garcia,Eric L. Adams,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Kathryn A. Garcia,Kathryn A. Garcia,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Aaron S. Foldenauer,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Andrew Yang,137
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Art Chang,6
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Dianne Morales,36
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Eric L. Adams,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Isaac Wright Jr.,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Joycelyn Taylor,7
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Paperboy Love Prince,6
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Raymond J. McGuire,85
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Scott M. Stringer,129
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,skipped,93
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Maya D. Wiley,writein,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Paperboy Love Prince,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Paperboy Love Prince,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Paperboy Love Prince,Raymond J. McGuire,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Paperboy Love Prince,Scott M. Stringer,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Paperboy Love Prince,skipped,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Aaron S. Foldenauer,8
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Andrew Yang,201
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Art Chang,9
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Dianne Morales,24
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Eric L. Adams,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Isaac Wright Jr.,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Joycelyn Taylor,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Maya D. Wiley,105
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Paperboy Love Prince,17
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,Scott M. Stringer,198
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,overvote,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,skipped,179
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,writein,3
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Aaron S. Foldenauer,6
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Andrew Yang,182
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Art Chang,7
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Dianne Morales,37
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Isaac Wright Jr.,4
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Joycelyn Taylor,6
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Maya D. Wiley,134
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Paperboy Love Prince,17
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,Raymond J. McGuire,150
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Scott M. Stringer,skipped,184
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,Shaun Donovan,skipped,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,overvote,skipped,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Aaron S. Foldenauer,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Andrew Yang,5
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Dianne Morales,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Maya D. Wiley,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Paperboy Love Prince,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,skipped,skipped,644
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,writein,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,writein,Dianne Morales,2
Kathryn A. Garcia,Eric L. Adams,Shaun Donovan,writein,skipped,2
Kathryn A. Garcia,Eric L. Adams,overvote,Aaron S. Foldenauer,Paperboy Love Prince,1
Kathryn A. Garcia,Eric L. Adams,overvote,Andrew Yang,Joycelyn Taylor,1
Kathryn A. Garcia,Eric L. Adams,overvote,Andrew Yang,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,overvote,Andrew Yang,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,overvote,Andrew Yang,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,overvote,Art Chang,Dianne Morales,1
Kathryn A. Garcia,Eric L. Adams,overvote,Joycelyn Taylor,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,overvote,Joycelyn Taylor,skipped,1
Kathryn A. Garcia,Eric L. Adams,overvote,Maya D. Wiley,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,overvote,Maya D. Wiley,skipped,1
Kathryn A. Garcia,Eric L. Adams,overvote,Raymond J. McGuire,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,overvote,Raymond J. McGuire,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,overvote,Raymond J. McGuire,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,overvote,Scott M. Stringer,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,overvote,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,overvote,Shaun Donovan,Dianne Morales,1
Kathryn A. Garcia,Eric L. Adams,overvote,Shaun Donovan,Joycelyn Taylor,1
Kathryn A. Garcia,Eric L. Adams,overvote,Shaun Donovan,Raymond J. McGuire,2
Kathryn A. Garcia,Eric L. Adams,overvote,Shaun Donovan,skipped,2
Kathryn A. Garcia,Eric L. Adams,overvote,overvote,overvote,2
Kathryn A. Garcia,Eric L. Adams,overvote,skipped,Dianne Morales,3
Kathryn A. Garcia,Eric L. Adams,overvote,skipped,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,overvote,skipped,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,overvote,skipped,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,overvote,skipped,skipped,6
Kathryn A. Garcia,Eric L. Adams,skipped,Aaron S. Foldenauer,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,Isaac Wright Jr.,1
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,Joycelyn Taylor,1
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,Maya D. Wiley,3
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,Shaun Donovan,5
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,skipped,3
Kathryn A. Garcia,Eric L. Adams,skipped,Andrew Yang,writein,1
Kathryn A. Garcia,Eric L. Adams,skipped,Dianne Morales,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,skipped,Dianne Morales,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Eric L. Adams,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Isaac Wright Jr.,Eric L. Adams,1
Kathryn A. Garcia,Eric L. Adams,skipped,Joycelyn Taylor,Aaron S. Foldenauer,1
Kathryn A. Garcia,Eric L. Adams,skipped,Joycelyn Taylor,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,skipped,Joycelyn Taylor,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Maya D. Wiley,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,skipped,Maya D. Wiley,Scott M. Stringer,2
Kathryn A. Garcia,Eric L. Adams,skipped,Maya D. Wiley,skipped,2
Kathryn A. Garcia,Eric L. Adams,skipped,Paperboy Love Prince,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Raymond J. McGuire,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,skipped,Raymond J. McGuire,Shaun Donovan,2
Kathryn A. Garcia,Eric L. Adams,skipped,Raymond J. McGuire,skipped,1
Kathryn A. Garcia,Eric L. Adams,skipped,Scott M. Stringer,Andrew Yang,2
Kathryn A. Garcia,Eric L. Adams,skipped,Scott M. Stringer,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,skipped,Scott M. Stringer,skipped,4
Kathryn A. Garcia,Eric L. Adams,skipped,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,skipped,Shaun Donovan,Joycelyn Taylor,1
Kathryn A. Garcia,Eric L. Adams,skipped,Shaun Donovan,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Andrew Yang,6
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Isaac Wright Jr.,1
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Paperboy Love Prince,2
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,Shaun Donovan,1
Kathryn A. Garcia,Eric L. Adams,skipped,skipped,skipped,3008
Kathryn A. Garcia,Eric L. Adams,writein,Aaron S. Foldenauer,skipped,1
Kathryn A. Garcia,Eric L. Adams,writein,Andrew Yang,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,writein,Isaac Wright Jr.,Joycelyn Taylor,1
Kathryn A. Garcia,Eric L. Adams,writein,Maya D. Wiley,skipped,1
Kathryn A. Garcia,Eric L. Adams,writein,Paperboy Love Prince,skipped,1
Kathryn A. Garcia,Eric L. Adams,writein,Raymond J. McGuire,Scott M. Stringer,1
Kathryn A. Garcia,Eric L. Adams,writein,Scott M. Stringer,Maya D. Wiley,1
Kathryn A. Garcia,Eric L. Adams,writein,Scott M. Stringer,Paperboy Love Prince,1
Kathryn A. Garcia,Eric L. Adams,writein,Scott M. Stringer,Raymond J. McGuire,1
Kathryn A. Garcia,Eric L. Adams,writein,Scott M. Stringer,skipped,1
Kathryn A. Garcia,Eric L. Adams,writein,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Eric L. Adams,writein,skipped,skipped,15
Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,Andrew Yang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,Joycelyn Taylor,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,Joycelyn Taylor,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,Paperboy Love Prince,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,skipped,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Aaron S. Foldenauer,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Art Chang,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Dianne Morales,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Eric L. Adams,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Eric L. Adams,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Eric L. Adams,Shaun Donovan,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Joycelyn Taylor,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Maya D. Wiley,Eric L. Adams,2
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Maya D. Wiley,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Raymond J. McGuire,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Raymond J. McGuire,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Scott M. Stringer,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Scott M. Stringer,Dianne Morales,2
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Scott M. Stringer,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Scott M. Stringer,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,Shaun Donovan,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,skipped,skipped,5
Kathryn A. Garcia,Isaac Wright Jr.,Andrew Yang,writein,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Art Chang,Dianne Morales,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Aaron S. Foldenauer,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Aaron S. Foldenauer,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Aaron S. Foldenauer,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Andrew Yang,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Andrew Yang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Andrew Yang,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Art Chang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Eric L. Adams,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Isaac Wright Jr.,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Joycelyn Taylor,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Maya D. Wiley,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Paperboy Love Prince,Shaun Donovan,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Raymond J. McGuire,Paperboy Love Prince,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Raymond J. McGuire,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Scott M. Stringer,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,Shaun Donovan,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,skipped,skipped,3
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,Maya D. Wiley,3
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Joycelyn Taylor,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Maya D. Wiley,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Maya D. Wiley,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Paperboy Love Prince,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Raymond J. McGuire,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Raymond J. McGuire,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,Shaun Donovan,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Eric L. Adams,skipped,skipped,4
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Art Chang,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Art Chang,Maya D. Wiley,2
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Dianne Morales,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Dianne Morales,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Raymond J. McGuire,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,Shaun Donovan,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,skipped,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,skipped,skipped,2
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Andrew Yang,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Andrew Yang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Dianne Morales,Joycelyn Taylor,2
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Eric L. Adams,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Eric L. Adams,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Eric L. Adams,Joycelyn Taylor,2
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Eric L. Adams,skipped,2
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Maya D. Wiley,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Paperboy Love Prince,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Raymond J. McGuire,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Raymond J. McGuire,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Raymond J. McGuire,overvote,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Scott M. Stringer,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Scott M. Stringer,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,Scott M. Stringer,Joycelyn Taylor,2
Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,skipped,skipped,9
Kathryn A. Garcia,Isaac Wright Jr.,Paperboy Love Prince,Dianne Morales,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Paperboy Love Prince,Maya D. Wiley,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Paperboy Love Prince,Scott M. Stringer,Shaun Donovan,1
Kathryn A. Garcia,Isaac Wright Jr.,Paperboy Love Prince,Scott M. Stringer,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Aaron S. Foldenauer,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Andrew Yang,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Dianne Morales,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Eric L. Adams,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Eric L. Adams,Shaun Donovan,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Maya D. Wiley,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Scott M. Stringer,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Scott M. Stringer,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Scott M. Stringer,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Shaun Donovan,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Shaun Donovan,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,Shaun Donovan,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,skipped,skipped,2
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Andrew Yang,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Andrew Yang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Andrew Yang,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Eric L. Adams,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Eric L. Adams,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Eric L. Adams,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Joycelyn Taylor,Dianne Morales,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Maya D. Wiley,Aaron S. Foldenauer,2
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Maya D. Wiley,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Maya D. Wiley,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Maya D. Wiley,Shaun Donovan,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Raymond J. McGuire,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Raymond J. McGuire,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Shaun Donovan,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,Shaun Donovan,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,skipped,skipped,3
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Andrew Yang,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Andrew Yang,Eric L. Adams,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Andrew Yang,Joycelyn Taylor,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Dianne Morales,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Dianne Morales,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Dianne Morales,Scott M. Stringer,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Eric L. Adams,Andrew Yang,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Eric L. Adams,Art Chang,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Eric L. Adams,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Joycelyn Taylor,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Maya D. Wiley,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,Scott M. Stringer,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,overvote,skipped,1
Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,skipped,skipped,5
Kathryn A. Garcia,Isaac Wright Jr.,overvote,skipped,Aaron S. Foldenauer,1
Kathryn A. Garcia,Isaac Wright Jr.,overvote,skipped,Raymond J. McGuire,1
Kathryn A. Garcia,Isaac Wright Jr.,skipped,Andrew Yang,Joycelyn Taylor,2
Kathryn A. Garcia,Isaac Wright Jr.,skipped,Dianne Morales,Maya D. Wiley,1
Kathryn A. Garcia,Isaac Wright Jr.,skipped,Scott M. Stringer,skipped,1
