Contest Id,Tabulator Id,Batch Id,Record Id,Precinct,Precinct Portion,rank1,rank2,rank3,rank4,rank5
,2,58,8,,1,Bernie Sanders,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped
,2,58,9,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,10,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Tulsi Gabbard,Pete Buttigieg
,2,58,11,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,skipped,skipped
,2,58,12,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,13,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,14,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,15,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,16,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Tom Steyer,Michael R. Bloomberg
,2,58,17,,1,Joseph R. Biden,Amy Klobuchar,Tom Steyer,Elizabeth Warren,Pete Buttigieg
,2,58,18,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,19,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,20,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,21,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Bernie Sanders
,2,58,22,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,23,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,24,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,25,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,58,26,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,27,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,skipped
,2,58,28,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,58,29,,1,Bernie Sanders,Elizabeth Warren,Tom Steyer,Undeclared,Joseph R. Biden
,2,58,30,,1,Joseph R. Biden,Amy Klobuchar,skipped,skipped,skipped
,2,58,31,,1,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Bernie Sanders,skipped
,2,58,32,,1,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Pete Buttigieg,Joseph R. Biden
,2,58,33,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Michael R. Bloomberg,Amy Klobuchar
,2,58,34,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,Bernie Sanders
,2,58,35,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,58,36,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,58,37,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,38,,1,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Joseph R. Biden,Bernie Sanders
,2,58,39,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,40,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,41,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,42,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,43,,1,Bernie Sanders,Tulsi Gabbard,Undeclared,Undeclared,Undeclared
,2,58,44,,1,Bernie Sanders,Michael R. Bloomberg,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar
,2,58,45,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Elizabeth Warren,Pete Buttigieg
,2,58,46,,1,Pete Buttigieg,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,58,47,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,skipped,skipped
,2,58,48,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,49,,1,Joseph R. Biden,Elizabeth Warren,Michael R. Bloomberg,Pete Buttigieg,Bernie Sanders
,2,58,50,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,51,,1,Joseph R. Biden,Michael R. Bloomberg,Amy Klobuchar,Pete Buttigieg,Tom Steyer
,2,58,52,,1,Joseph R. Biden,Amy Klobuchar,Michael R. Bloomberg,Pete Buttigieg,Tom Steyer
,2,58,53,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,54,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,55,,1,Joseph R. Biden,Tulsi Gabbard,Bernie Sanders,skipped,skipped
,2,58,56,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Pete Buttigieg,Elizabeth Warren
,2,58,57,,1,Joseph R. Biden,Amy Klobuchar,Michael R. Bloomberg,Elizabeth Warren,Pete Buttigieg
,2,58,58,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,59,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,60,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,61,,1,Bernie Sanders,Joseph R. Biden,Tulsi Gabbard,Pete Buttigieg,Michael R. Bloomberg
,2,58,62,,1,Elizabeth Warren,Pete Buttigieg,Bernie Sanders,skipped,skipped
,2,58,63,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Pete Buttigieg
,2,58,64,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,58,65,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,58,66,,1,Pete Buttigieg,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Joseph R. Biden
,2,58,67,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,58,68,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,skipped
,2,58,69,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,58,70,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,58,71,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,skipped,skipped
,2,58,72,,1,Joseph R. Biden,Amy Klobuchar,Michael R. Bloomberg,Pete Buttigieg,Tom Steyer
,2,58,74,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,75,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,76,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Michael R. Bloomberg
,2,58,77,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,78,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,58,79,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,80,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,81,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Bernie Sanders
,2,58,82,,1,Pete Buttigieg,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Bernie Sanders
,2,58,83,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Michael R. Bloomberg,Tom Steyer
,2,58,84,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,58,85,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,58,86,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Tom Steyer
,2,58,87,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,58,88,,1,Bernie Sanders,Michael R. Bloomberg,Joseph R. Biden,skipped,skipped
,2,58,89,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,58,90,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,58,91,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,skipped
,2,58,92,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,58,93,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,58,94,,1,Bernie Sanders,Pete Buttigieg,skipped,skipped,skipped
,2,58,95,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,skipped
,2,58,96,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,58,97,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,58,98,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Bernie Sanders,skipped
,2,58,99,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar
,2,58,73,,1,Bernie Sanders,overvote,overvote,overvote,skipped
,2,58,100,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Tom Steyer,Michael R. Bloomberg
,2,59,1,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,2,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,3,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Joseph R. Biden
,2,59,4,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,5,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,59,6,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,7,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,59,8,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,59,9,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,59,10,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,59,11,,1,Bernie Sanders,Undeclared,Undeclared,Undeclared,Undeclared
,2,59,12,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Undeclared
,2,59,13,,1,Joseph R. Biden,skipped,skipped,skipped,Bernie Sanders
,2,59,14,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,15,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,16,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Tulsi Gabbard
,2,59,17,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,59,18,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,59,19,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,20,,1,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped,skipped
,2,59,21,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,22,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,23,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,24,,1,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Joseph R. Biden,Amy Klobuchar
,2,59,25,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Tom Steyer,Joseph R. Biden
,2,59,26,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,27,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,28,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,29,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,30,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,59,31,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,32,,1,Joseph R. Biden,Bernie Sanders,Undeclared,skipped,skipped
,2,59,33,,1,Bernie Sanders,Bernie Sanders,Bernie Sanders,Bernie Sanders,Bernie Sanders
,2,59,34,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,skipped
,2,59,36,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Michael R. Bloomberg,Elizabeth Warren
,2,59,37,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar,Undeclared
,2,59,38,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,59,39,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Undeclared
,2,59,40,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Amy Klobuchar
,2,59,41,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,42,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Michael R. Bloomberg,Pete Buttigieg
,2,59,43,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,44,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,59,45,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,46,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,47,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,59,48,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,skipped,skipped
,2,59,49,,1,Joseph R. Biden,Tom Steyer,skipped,skipped,skipped
,2,59,50,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,51,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar,Joseph R. Biden
,2,59,52,,1,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren
,2,59,53,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,skipped,skipped
,2,59,54,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,skipped,skipped
,2,59,55,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,56,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Michael R. Bloomberg
,2,59,57,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,58,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,59,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,60,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,61,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,59,62,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,63,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Michael R. Bloomberg,skipped
,2,59,64,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,skipped,skipped
,2,59,65,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,66,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,67,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,68,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,59,69,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,70,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,71,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Elizabeth Warren,Undeclared
,2,59,72,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Elizabeth Warren,Undeclared
,2,59,73,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,59,74,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Amy Klobuchar
,2,59,75,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,59,76,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,77,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,59,78,,1,Joseph R. Biden,Bernie Sanders,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
,2,59,79,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,Elizabeth Warren,skipped
,2,59,80,,1,Elizabeth Warren,Tulsi Gabbard,Amy Klobuchar,Bernie Sanders,Joseph R. Biden
,2,59,81,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,82,,1,Elizabeth Warren,skipped,skipped,skipped,skipped
,2,59,83,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Tom Steyer,Undeclared
,2,59,84,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,85,,1,Elizabeth Warren,Amy Klobuchar,Bernie Sanders,Tom Steyer,Michael R. Bloomberg
,2,59,86,,1,Joseph R. Biden,Tom Steyer,skipped,skipped,skipped
,2,59,87,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,59,88,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,59,89,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Michael R. Bloomberg,Amy Klobuchar
,2,59,90,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,skipped,skipped
,2,59,91,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,92,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Amy Klobuchar
,2,59,93,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Tom Steyer,Pete Buttigieg
,2,59,94,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,95,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,96,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Tulsi Gabbard,Amy Klobuchar
,2,59,97,,1,Joseph R. Biden,Tulsi Gabbard,Bernie Sanders,skipped,skipped
,2,59,98,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,59,99,,1,Bernie Sanders,Elizabeth Warren,Michael R. Bloomberg,skipped,skipped
,2,59,35,,1,overvote,Bernie Sanders,overvote,Joseph R. Biden,overvote
,2,59,100,,1,Joseph R. Biden,overvote,Michael R. Bloomberg,overvote,Tulsi Gabbard
,2,60,1,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg,Bernie Sanders
,2,60,2,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg
,2,60,3,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,4,,1,Joseph R. Biden,Tom Steyer,Pete Buttigieg,Elizabeth Warren,skipped
,2,60,5,,1,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Elizabeth Warren,Pete Buttigieg
,2,60,6,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,60,7,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,8,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,9,,1,Joseph R. Biden,Tom Steyer,Elizabeth Warren,Michael R. Bloomberg,Pete Buttigieg
,2,60,10,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,11,,1,Joseph R. Biden,Pete Buttigieg,Bernie Sanders,Elizabeth Warren,Amy Klobuchar
,2,60,12,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,13,,1,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,skipped,skipped
,2,60,14,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Tulsi Gabbard,Undeclared
,2,60,15,,1,Pete Buttigieg,Tulsi Gabbard,Elizabeth Warren,Bernie Sanders,Amy Klobuchar
,2,60,16,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,17,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,60,18,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,19,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Joseph R. Biden
,2,60,20,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,60,21,,1,Joseph R. Biden,Pete Buttigieg,skipped,skipped,skipped
,2,60,22,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,skipped,skipped
,2,60,23,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,skipped
,2,60,24,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,skipped,skipped
,2,60,25,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,60,26,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,60,27,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,60,28,,1,Bernie Sanders,Elizabeth Warren,Tom Steyer,skipped,skipped
,2,60,29,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Joseph R. Biden
,2,60,30,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Tom Steyer
,2,60,31,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar,Tom Steyer
,2,60,32,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Tom Steyer
,2,60,33,,1,Tulsi Gabbard,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Pete Buttigieg
,2,60,34,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Michael R. Bloomberg,Amy Klobuchar
,2,60,35,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,36,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,60,37,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,38,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,60,39,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,Amy Klobuchar,Tulsi Gabbard
,2,60,40,,1,Joseph R. Biden,Joseph R. Biden,skipped,skipped,skipped
,2,60,41,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,60,42,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,60,44,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Michael R. Bloomberg,Tom Steyer
,2,60,45,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,46,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Tulsi Gabbard,Elizabeth Warren
,2,60,47,,1,Bernie Sanders,Tulsi Gabbard,Undeclared,skipped,skipped
,2,60,48,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,49,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,60,50,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,51,,1,Tom Steyer,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Tulsi Gabbard
,2,60,52,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,60,53,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,60,54,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,55,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,60,56,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Tom Steyer,Amy Klobuchar
,2,60,57,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Tom Steyer,Amy Klobuchar
,2,60,58,,1,Bernie Sanders,Joseph R. Biden,Tulsi Gabbard,Elizabeth Warren,Pete Buttigieg
,2,60,59,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,60,60,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,skipped,skipped
,2,60,61,,1,Joseph R. Biden,Michael R. Bloomberg,Pete Buttigieg,skipped,skipped
,2,60,62,,1,Joseph R. Biden,Michael R. Bloomberg,Tom Steyer,skipped,skipped
,2,60,63,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,64,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,65,,1,Pete Buttigieg,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,60,66,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,skipped,skipped
,2,60,67,,1,Elizabeth Warren,Amy Klobuchar,skipped,skipped,skipped
,2,60,68,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,60,69,,1,Bernie Sanders,Tulsi Gabbard,Elizabeth Warren,Tom Steyer,Michael R. Bloomberg
,2,60,70,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,71,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,60,72,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,73,,1,Elizabeth Warren,Bernie Sanders,Tulsi Gabbard,Tom Steyer,Amy Klobuchar
,2,60,74,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,Elizabeth Warren,Pete Buttigieg
,2,60,75,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Undeclared
,2,60,76,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Tom Steyer
,2,60,77,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,60,78,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,79,,1,Joseph R. Biden,Tom Steyer,skipped,skipped,skipped
,2,60,80,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,81,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,skipped,skipped
,2,60,82,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Tom Steyer,Bernie Sanders
,2,60,83,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,84,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,60,85,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,60,86,,1,Joseph R. Biden,Tom Steyer,Elizabeth Warren,Pete Buttigieg,Michael R. Bloomberg
,2,60,87,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,60,88,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,89,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg
,2,60,90,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,91,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,60,92,,1,Joseph R. Biden,Michael R. Bloomberg,Pete Buttigieg,Bernie Sanders,Elizabeth Warren
,2,60,93,,1,Michael R. Bloomberg,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Tom Steyer
,2,60,94,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,60,95,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,60,96,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,60,97,,1,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,skipped,skipped
,2,60,98,,1,Bernie Sanders,Undeclared,Undeclared,Undeclared,Undeclared
,2,60,99,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,60,100,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,60,43,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,skipped
,2,61,1,,1,Bernie Sanders,Elizabeth Warren,Tom Steyer,Amy Klobuchar,Tulsi Gabbard
