"ballotID","ballot_type","countingGroup","district","districtType","precinct","precinctPortion","votingLocation","rank1","rank2","rank3","rank4","rank5"
"00002_00000_362462_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped"
"00002_00000_005304_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00002_00000_329275_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped","skipped"
"00002_00000_410867_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_736277_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","Write-in"
"00002_00000_674211_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00002_00000_571629_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_959907_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_202268_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00002_00000_755246_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00002_00000_945935_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_862057_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_980771_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_572753_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_663924_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_202669_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_670276_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_283191_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_759542_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_912763_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_598008_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00002_00000_929410_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped"
"00002_00000_209266_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_212289_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_697353_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_676042_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_030250_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00002_00000_263974_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_788200_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK"
"00002_00000_344398_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_620905_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_122029_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00002_00000_585605_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_023542_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","skipped","skipped","skipped"
"00002_00000_892505_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_541261_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_963248_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","skipped","skipped","skipped","skipped"
"00002_00000_628325_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00002_00000_838879_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY"
"00002_00000_674902_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_192326_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_183080_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_770663_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_998434_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00002_00000_623681_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00002_00000_797900_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_402812_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","Write-in","EMMA MULVANEY-STANAK"
"00002_00000_707027_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_742582_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","EMMA MULVANEY-STANAK","skipped"
"00002_00000_663593_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_886315_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_483134_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_514557_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_756918_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","Write-in"
"00002_00000_614597_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00002_00000_814720_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_269939_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_647988_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_888728_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_644712_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_168480_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_299927_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_543973_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_730048_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_070018_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00002_00000_756798_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","Write-in","WILLIAM EMMONS","CHRISTOPHER HAESSLY"
"00002_00000_317937_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","JOAN SHANNON","CHRISTOPHER HAESSLY","skipped","skipped"
"00002_00000_858325_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_648644_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_727330_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_397851_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_854252_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_851389_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00002_00000_484012_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_532944_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_535338_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_226384_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped"
"00002_00000_407494_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_702823_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_664660_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped"
"00002_00000_156472_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_776773_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00002_00000_333125_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_558046_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped","skipped","skipped"
"00002_00000_327578_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_890349_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_568006_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","skipped","skipped"
"00002_00000_111116_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00002_00000_529315_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_898364_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_864243_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","skipped","skipped","skipped"
"00002_00000_049931_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_988479_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_268167_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00002_00000_163189_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped"
"00002_00000_692702_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_312406_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_373488_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_018423_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_335543_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00002_00000_624438_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_330887_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","Write-in","skipped","skipped","skipped"
"00002_00000_755758_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00002_00000_194586_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_510121_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","Write-in","JOAN SHANNON"
"00002_00000_965121_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_716545_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00002_00000_320859_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00002_00000_933193_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00002_00000_021505_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","Write-in","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK"
"00002_00000_433789_","Ballot 4 - Type 4","City Election","CENTRAL","DISTRICT","WARD 2 - CITY ONLY","WARD 2 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
